"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID"
"CHEMBL605";"PROCAINAMIDE HYDROCHLORIDE";"4";"271.79";"0";"1.34";"Procainamide hydrochloride";"CCN(CC)CCNC(=O)c1ccc(N)cc1.Cl";"Inhibition index";"'='";"0.2557";"";"";"";"";"";"";"";"";"";"False";"CHEMBL4303819";"Inhibition of cell viability relative to arbidol control (inhibition index > 1 indicates higher activity) measured by fluorescence (OD590nm) in Vero E6 cells infected with SARS-CoV-2 (strain BavPat1) at MOI 0.002 after 72hrs";"F";"BAO_0000218";"organism-based format";"Chlorocebus aethiops";"None";"None";"Vero C1008";"None";"CHEMBL4303835";"SARS-CoV-2";"Severe acute respiratory syndrome coronavirus 2";"ORGANISM";"CHEMBL4303097";"52";"SARS-CoV-2 Screening Data";"";"2020";"CHEMBL4295411"
"CHEMBL220491";"BRINZOLAMIDE";"4";"383.52";"0";"0.09";"Brinzolamide";"CCN[C@H]1CN(CCCOC)S(=O)(=O)c2sc(S(N)(=O)=O)cc21";"Inhibition index";"'='";"0.6645";"";"";"";"";"";"";"";"";"";"False";"CHEMBL4303819";"Inhibition of cell viability relative to arbidol control (inhibition index > 1 indicates higher activity) measured by fluorescence (OD590nm) in Vero E6 cells infected with SARS-CoV-2 (strain BavPat1) at MOI 0.002 after 72hrs";"F";"BAO_0000218";"organism-based format";"Chlorocebus aethiops";"None";"None";"Vero C1008";"None";"CHEMBL4303835";"SARS-CoV-2";"Severe acute respiratory syndrome coronavirus 2";"ORGANISM";"CHEMBL4303097";"52";"SARS-CoV-2 Screening Data";"";"2020";"CHEMBL4295411"
"CHEMBL593";"DELAVIRDINE";"4";"456.57";"0";"2.72";"Delavirdine";"CC(C)Nc1cccnc1N1CCN(C(=O)c2cc3cc(NS(C)(=O)=O)ccc3[nH]2)CC1";"Inhibition index";"'='";"0.2434";"";"";"";"";"";"";"";"";"";"False";"CHEMBL4303819";"Inhibition of cell viability relative to arbidol control (inhibition index > 1 indicates higher activity) measured by fluorescence (OD590nm) in Vero E6 cells infected with SARS-CoV-2 (strain BavPat1) at MOI 0.002 after 72hrs";"F";"BAO_0000218";"organism-based format";"Chlorocebus aethiops";"None";"None";"Vero C1008";"None";"CHEMBL4303835";"SARS-CoV-2";"Severe acute respiratory syndrome coronavirus 2";"ORGANISM";"CHEMBL4303097";"52";"SARS-CoV-2 Screening Data";"";"2020";"CHEMBL4295411"
"CHEMBL1331366";"CARBARSONE";"0";"260.08";"None";"None";"Carbarsone";"NC(=O)Nc1ccc([As](=O)(O)O)cc1";"Inhibition index";"'='";"0.04608";"";"";"";"";"";"";"";"";"";"False";"CHEMBL4303819";"Inhibition of cell viability relative to arbidol control (inhibition index > 1 indicates higher activity) measured by fluorescence (OD590nm) in Vero E6 cells infected with SARS-CoV-2 (strain BavPat1) at MOI 0.002 after 72hrs";"F";"BAO_0000218";"organism-based format";"Chlorocebus aethiops";"None";"None";"Vero C1008";"None";"CHEMBL4303835";"SARS-CoV-2";"Severe acute respiratory syndrome coronavirus 2";"ORGANISM";"CHEMBL4303097";"52";"SARS-CoV-2 Screening Data";"";"2020";"CHEMBL4295411"
"CHEMBL1255654";"TETRACAINE HYDROCHLORIDE";"4";"300.83";"0";"2.62";"Tetracaine hydrochloride";"CCCCNc1ccc(C(=O)OCCN(C)C)cc1.Cl";"Inhibition index";"'='";"0.4749";"";"";"";"";"";"";"";"";"";"False";"CHEMBL4303819";"Inhibition of cell viability relative to arbidol control (inhibition index > 1 indicates higher activity) measured by fluorescence (OD590nm) in Vero E6 cells infected with SARS-CoV-2 (strain BavPat1) at MOI 0.002 after 72hrs";"F";"BAO_0000218";"organism-based format";"Chlorocebus aethiops";"None";"None";"Vero C1008";"None";"CHEMBL4303835";"SARS-CoV-2";"Severe acute respiratory syndrome coronavirus 2";"ORGANISM";"CHEMBL4303097";"52";"SARS-CoV-2 Screening Data";"";"2020";"CHEMBL4295411"
"CHEMBL537669";"YOHIMBINE HYDROCHLORIDE";"4";"390.91";"0";"2.65";"Yohimbine hydrochloride";"COC(=O)[C@H]1[C@@H](O)CC[C@H]2CN3CCc4c([nH]c5ccccc45)[C@@H]3C[C@@H]21.Cl";"Inhibition index";"'='";"0.1726";"";"";"";"";"";"";"";"";"";"False";"CHEMBL4303819";"Inhibition of cell viability relative to arbidol control (inhibition index > 1 indicates higher activity) measured by fluorescence (OD590nm) in Vero E6 cells infected with SARS-CoV-2 (strain BavPat1) at MOI 0.002 after 72hrs";"F";"BAO_0000218";"organism-based format";"Chlorocebus aethiops";"None";"None";"Vero C1008";"None";"CHEMBL4303835";"SARS-CoV-2";"Severe acute respiratory syndrome coronavirus 2";"ORGANISM";"CHEMBL4303097";"52";"SARS-CoV-2 Screening Data";"";"2020";"CHEMBL4295411"
"CHEMBL463";"AMINOHIPPURIC ACID";"4";"194.19";"0";"0.08";"Aminohippuric acid";"Nc1ccc(C(=O)NCC(=O)O)cc1";"Inhibition index";"'='";"0.2473";"";"";"";"";"";"";"";"";"";"False";"CHEMBL4303819";"Inhibition of cell viability relative to arbidol control (inhibition index > 1 indicates higher activity) measured by fluorescence (OD590nm) in Vero E6 cells infected with SARS-CoV-2 (strain BavPat1) at MOI 0.002 after 72hrs";"F";"BAO_0000218";"organism-based format";"Chlorocebus aethiops";"None";"None";"Vero C1008";"None";"CHEMBL4303835";"SARS-CoV-2";"Severe acute respiratory syndrome coronavirus 2";"ORGANISM";"CHEMBL4303097";"52";"SARS-CoV-2 Screening Data";"";"2020";"CHEMBL4295411"
"CHEMBL1201761";"BESIFLOXACIN HYDROCHLORIDE";"4";"430.31";"0";"3.14";"Besifloxacin hydrochloride";"Cl.N[C@@H]1CCCCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2Cl)C1";"Inhibition index";"'='";"0.08463";"";"";"";"";"";"";"";"";"";"False";"CHEMBL4303819";"Inhibition of cell viability relative to arbidol control (inhibition index > 1 indicates higher activity) measured by fluorescence (OD590nm) in Vero E6 cells infected with SARS-CoV-2 (strain BavPat1) at MOI 0.002 after 72hrs";"F";"BAO_0000218";"organism-based format";"Chlorocebus aethiops";"None";"None";"Vero C1008";"None";"CHEMBL4303835";"SARS-CoV-2";"Severe acute respiratory syndrome coronavirus 2";"ORGANISM";"CHEMBL4303097";"52";"SARS-CoV-2 Screening Data";"";"2020";"CHEMBL4295411"
"CHEMBL276568";"CEFPROZIL";"0";"389.43";"0";"0.71";"Cefprozil";"C/C=C/C1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccc(O)cc3)[C@H]2SC1";"Inhibition index";"'='";"0.04724";"";"";"";"";"";"";"";"";"";"False";"CHEMBL4303819";"Inhibition of cell viability relative to arbidol control (inhibition index > 1 indicates higher activity) measured by fluorescence (OD590nm) in Vero E6 cells infected with SARS-CoV-2 (strain BavPat1) at MOI 0.002 after 72hrs";"F";"BAO_0000218";"organism-based format";"Chlorocebus aethiops";"None";"None";"Vero C1008";"None";"CHEMBL4303835";"SARS-CoV-2";"Severe acute respiratory syndrome coronavirus 2";"ORGANISM";"CHEMBL4303097";"52";"SARS-CoV-2 Screening Data";"";"2020";"CHEMBL4295411"
"CHEMBL4303717";"";"0";"323.29";"0";"-1.05";"Carbazochrome sodium sulfonate";"CN1C2=CC(=O)/C(=N/NC(N)=O)C=C2CC1S(=O)(=O)O.[Na+]";"Inhibition index";"'='";"0.2143";"";"";"";"";"";"";"";"";"";"False";"CHEMBL4303819";"Inhibition of cell viability relative to arbidol control (inhibition index > 1 indicates higher activity) measured by fluorescence (OD590nm) in Vero E6 cells infected with SARS-CoV-2 (strain BavPat1) at MOI 0.002 after 72hrs";"F";"BAO_0000218";"organism-based format";"Chlorocebus aethiops";"None";"None";"Vero C1008";"None";"CHEMBL4303835";"SARS-CoV-2";"Severe acute respiratory syndrome coronavirus 2";"ORGANISM";"CHEMBL4303097";"52";"SARS-CoV-2 Screening Data";"";"2020";"CHEMBL4295411"
"CHEMBL15677";"FENCLOFENAC";"4";"297.14";"0";"4.41";"Fenclofenac";"O=C(O)Cc1ccccc1Oc1ccc(Cl)cc1Cl";"Inhibition index";"'='";"0.3257";"";"";"";"";"";"";"";"";"";"False";"CHEMBL4303819";"Inhibition of cell viability relative to arbidol control (inhibition index > 1 indicates higher activity) measured by fluorescence (OD590nm) in Vero E6 cells infected with SARS-CoV-2 (strain BavPat1) at MOI 0.002 after 72hrs";"F";"BAO_0000218";"organism-based format";"Chlorocebus aethiops";"None";"None";"Vero C1008";"None";"CHEMBL4303835";"SARS-CoV-2";"Severe acute respiratory syndrome coronavirus 2";"ORGANISM";"CHEMBL4303097";"52";"SARS-CoV-2 Screening Data";"";"2020";"CHEMBL4295411"
"CHEMBL680";"CEFACLOR";"4";"367.81";"0";"0.62";"Loracarbef";"N[C@@H](C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(Cl)CS[C@H]12)c1ccccc1";"Inhibition index";"'='";"0.6065";"";"";"";"";"";"";"";"";"";"False";"CHEMBL4303819";"Inhibition of cell viability relative to arbidol control (inhibition index > 1 indicates higher activity) measured by fluorescence (OD590nm) in Vero E6 cells infected with SARS-CoV-2 (strain BavPat1) at MOI 0.002 after 72hrs";"F";"BAO_0000218";"organism-based format";"Chlorocebus aethiops";"None";"None";"Vero C1008";"None";"CHEMBL4303835";"SARS-CoV-2";"Severe acute respiratory syndrome coronavirus 2";"ORGANISM";"CHEMBL4303097";"52";"SARS-CoV-2 Screening Data";"";"2020";"CHEMBL4295411"
"CHEMBL220492";"TOPIRAMATE";"4";"339.37";"0";"-0.40";"Topiramate";"CC1(C)O[C@@H]2CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@H]3[C@@H]2O1";"Inhibition index";"'='";"0.2075";"";"";"";"";"";"";"";"";"";"False";"CHEMBL4303819";"Inhibition of cell viability relative to arbidol control (inhibition index > 1 indicates higher activity) measured by fluorescence (OD590nm) in Vero E6 cells infected with SARS-CoV-2 (strain BavPat1) at MOI 0.002 after 72hrs";"F";"BAO_0000218";"organism-based format";"Chlorocebus aethiops";"None";"None";"Vero C1008";"None";"CHEMBL4303835";"SARS-CoV-2";"Severe acute respiratory syndrome coronavirus 2";"ORGANISM";"CHEMBL4303097";"52";"SARS-CoV-2 Screening Data";"";"2020";"CHEMBL4295411"
"CHEMBL771";"CYCLOSERINE";"4";"102.09";"0";"-1.62";"D-cycloserine";"N[C@@H]1CONC1=O";"Inhibition index";"'='";"1.427";"";"";"";"";"";"";"";"";"";"False";"CHEMBL4303819";"Inhibition of cell viability relative to arbidol control (inhibition index > 1 indicates higher activity) measured by fluorescence (OD590nm) in Vero E6 cells infected with SARS-CoV-2 (strain BavPat1) at MOI 0.002 after 72hrs";"F";"BAO_0000218";"organism-based format";"Chlorocebus aethiops";"None";"None";"Vero C1008";"None";"CHEMBL4303835";"SARS-CoV-2";"Severe acute respiratory syndrome coronavirus 2";"ORGANISM";"CHEMBL4303097";"52";"SARS-CoV-2 Screening Data";"";"2020";"CHEMBL4295411"
"CHEMBL1201736";"";"0";"517.03";"0";"-1.28";"Cefepime hydrochloride";"CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[N+]3(C)CCCC3)CS[C@H]12)c1csc(N)n1.Cl";"Inhibition index";"'='";"0.3065";"";"";"";"";"";"";"";"";"";"False";"CHEMBL4303819";"Inhibition of cell viability relative to arbidol control (inhibition index > 1 indicates higher activity) measured by fluorescence (OD590nm) in Vero E6 cells infected with SARS-CoV-2 (strain BavPat1) at MOI 0.002 after 72hrs";"F";"BAO_0000218";"organism-based format";"Chlorocebus aethiops";"None";"None";"Vero C1008";"None";"CHEMBL4303835";"SARS-CoV-2";"Severe acute respiratory syndrome coronavirus 2";"ORGANISM";"CHEMBL4303097";"52";"SARS-CoV-2 Screening Data";"";"2020";"CHEMBL4295411"
"CHEMBL1511";"ESTRADIOL VALERATE";"4";"356.51";"1";"5.35";"Estradiol Valerate";"CCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@]12C";"Inhibition index";"'='";"-0.4279";"";"";"";"";"";"";"";"";"";"False";"CHEMBL4303819";"Inhibition of cell viability relative to arbidol control (inhibition index > 1 indicates higher activity) measured by fluorescence (OD590nm) in Vero E6 cells infected with SARS-CoV-2 (strain BavPat1) at MOI 0.002 after 72hrs";"F";"BAO_0000218";"organism-based format";"Chlorocebus aethiops";"None";"None";"Vero C1008";"None";"CHEMBL4303835";"SARS-CoV-2";"Severe acute respiratory syndrome coronavirus 2";"ORGANISM";"CHEMBL4303097";"52";"SARS-CoV-2 Screening Data";"";"2020";"CHEMBL4295411"
"CHEMBL185";"FLUOROURACIL";"4";"130.08";"0";"-0.80";"5-FU";"O=c1[nH]cc(F)c(=O)[nH]1";"Inhibition index";"'='";"0.2123";"";"";"";"";"";"";"";"";"";"False";"CHEMBL4303819";"Inhibition of cell viability relative to arbidol control (inhibition index > 1 indicates higher activity) measured by fluorescence (OD590nm) in Vero E6 cells infected with SARS-CoV-2 (strain BavPat1) at MOI 0.002 after 72hrs";"F";"BAO_0000218";"organism-based format";"Chlorocebus aethiops";"None";"None";"Vero C1008";"None";"CHEMBL4303835";"SARS-CoV-2";"Severe acute respiratory syndrome coronavirus 2";"ORGANISM";"CHEMBL4303097";"52";"SARS-CoV-2 Screening Data";"";"2020";"CHEMBL4295411"
"CHEMBL1255663";"RACEPINEPHRINE HYDROCHLORIDE";"0";"219.67";"0";"0.35";"Racepinephrine hydrochloride";"CNCC(O)c1ccc(O)c(O)c1.Cl";"Inhibition index";"'='";"0.3358";"";"";"";"";"";"";"";"";"";"False";"CHEMBL4303819";"Inhibition of cell viability relative to arbidol control (inhibition index > 1 indicates higher activity) measured by fluorescence (OD590nm) in Vero E6 cells infected with SARS-CoV-2 (strain BavPat1) at MOI 0.002 after 72hrs";"F";"BAO_0000218";"organism-based format";"Chlorocebus aethiops";"None";"None";"Vero C1008";"None";"CHEMBL4303835";"SARS-CoV-2";"Severe acute respiratory syndrome coronavirus 2";"ORGANISM";"CHEMBL4303097";"52";"SARS-CoV-2 Screening Data";"";"2020";"CHEMBL4295411"
"CHEMBL1200865";"LOTEPREDNOL ETABONATE";"4";"466.96";"0";"3.92";"LOTEPREDNOL ETABONATE";"CCOC(=O)O[C@]1(C(=O)OCCl)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C";"Inhibition index";"'='";"0.5857";"";"";"";"";"";"";"";"";"";"False";"CHEMBL4303819";"Inhibition of cell viability relative to arbidol control (inhibition index > 1 indicates higher activity) measured by fluorescence (OD590nm) in Vero E6 cells infected with SARS-CoV-2 (strain BavPat1) at MOI 0.002 after 72hrs";"F";"BAO_0000218";"organism-based format";"Chlorocebus aethiops";"None";"None";"Vero C1008";"None";"CHEMBL4303835";"SARS-CoV-2";"Severe acute respiratory syndrome coronavirus 2";"ORGANISM";"CHEMBL4303097";"52";"SARS-CoV-2 Screening Data";"";"2020";"CHEMBL4295411"
"CHEMBL1372";"OXIGLUTATIONE";"4";"612.64";"3";"-3.88";"Oxiglutatione";"N[C@@H](CCC(=O)N[C@@H](CSSC[C@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)NCC(=O)O)C(=O)NCC(=O)O)C(=O)O";"Inhibition index";"'='";"1.297";"";"";"";"";"";"";"";"";"";"False";"CHEMBL4303819";"Inhibition of cell viability relative to arbidol control (inhibition index > 1 indicates higher activity) measured by fluorescence (OD590nm) in Vero E6 cells infected with SARS-CoV-2 (strain BavPat1) at MOI 0.002 after 72hrs";"F";"BAO_0000218";"organism-based format";"Chlorocebus aethiops";"None";"None";"Vero C1008";"None";"CHEMBL4303835";"SARS-CoV-2";"Severe acute respiratory syndrome coronavirus 2";"ORGANISM";"CHEMBL4303097";"52";"SARS-CoV-2 Screening Data";"";"2020";"CHEMBL4295411"
"CHEMBL1697856";"BUCETIN";"4";"223.27";"0";"1.79";"Bucetin";"CCOc1ccc(NC(=O)CC(C)O)cc1";"Inhibition index";"'='";"0.7181";"";"";"";"";"";"";"";"";"";"False";"CHEMBL4303819";"Inhibition of cell viability relative to arbidol control (inhibition index > 1 indicates higher activity) measured by fluorescence (OD590nm) in Vero E6 cells infected with SARS-CoV-2 (strain BavPat1) at MOI 0.002 after 72hrs";"F";"BAO_0000218";"organism-based format";"Chlorocebus aethiops";"None";"None";"Vero C1008";"None";"CHEMBL4303835";"SARS-CoV-2";"Severe acute respiratory syndrome coronavirus 2";"ORGANISM";"CHEMBL4303097";"52";"SARS-CoV-2 Screening Data";"";"2020";"CHEMBL4295411"
"CHEMBL1185";"ZOLMITRIPTAN";"4";"287.36";"0";"1.92";"Zolmitriptan";"CN(C)CCc1c[nH]c2ccc(C[C@H]3COC(=O)N3)cc12";"Inhibition index";"'='";"0.4913";"";"";"";"";"";"";"";"";"";"False";"CHEMBL4303819";"Inhibition of cell viability relative to arbidol control (inhibition index > 1 indicates higher activity) measured by fluorescence (OD590nm) in Vero E6 cells infected with SARS-CoV-2 (strain BavPat1) at MOI 0.002 after 72hrs";"F";"BAO_0000218";"organism-based format";"Chlorocebus aethiops";"None";"None";"Vero C1008";"None";"CHEMBL4303835";"SARS-CoV-2";"Severe acute respiratory syndrome coronavirus 2";"ORGANISM";"CHEMBL4303097";"52";"SARS-CoV-2 Screening Data";"";"2020";"CHEMBL4295411"
"CHEMBL127";"MEROPENEM";"4";"383.47";"0";"-0.31";"Meropenem";"C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](C(=O)N(C)C)C3)[C@H](C)[C@H]12";"Inhibition index";"'='";"0.4369";"";"";"";"";"";"";"";"";"";"False";"CHEMBL4303819";"Inhibition of cell viability relative to arbidol control (inhibition index > 1 indicates higher activity) measured by fluorescence (OD590nm) in Vero E6 cells infected with SARS-CoV-2 (strain BavPat1) at MOI 0.002 after 72hrs";"F";"BAO_0000218";"organism-based format";"Chlorocebus aethiops";"None";"None";"Vero C1008";"None";"CHEMBL4303835";"SARS-CoV-2";"Severe acute respiratory syndrome coronavirus 2";"ORGANISM";"CHEMBL4303097";"52";"SARS-CoV-2 Screening Data";"";"2020";"CHEMBL4295411"
"CHEMBL600";"ACETYLCYSTEINE";"4";"163.20";"0";"-0.49";"Acetylcysteine";"CC(=O)N[C@@H](CS)C(=O)O";"Inhibition index";"'='";"0.08157";"";"";"";"";"";"";"";"";"";"False";"CHEMBL4303819";"Inhibition of cell viability relative to arbidol control (inhibition index > 1 indicates higher activity) measured by fluorescence (OD590nm) in Vero E6 cells infected with SARS-CoV-2 (strain BavPat1) at MOI 0.002 after 72hrs";"F";"BAO_0000218";"organism-based format";"Chlorocebus aethiops";"None";"None";"Vero C1008";"None";"CHEMBL4303835";"SARS-CoV-2";"Severe acute respiratory syndrome coronavirus 2";"ORGANISM";"CHEMBL4303097";"52";"SARS-CoV-2 Screening Data";"";"2020";"CHEMBL4295411"
"CHEMBL1214598";"UMIFENOVIR";"3";"477.42";"1";"5.18";"Arbidol";"CCOC(=O)c1c(CSc2ccccc2)n(C)c2cc(Br)c(O)c(CN(C)C)c12";"EC90";"'='";"15.2";"uM";"";"";"";"UO_0000064";"";"";"";"";"False";"CHEMBL4303820";"Antiviral efficacy against SARS-CoV-2 (strain BavPat1) in Vero E6 cells assessed by inhibition of viral RNA replication measured by RT-PCR after 2 days";"F";"BAO_0000218";"organism-based format";"Chlorocebus aethiops";"None";"None";"Vero C1008";"None";"CHEMBL4303835";"SARS-CoV-2";"Severe acute respiratory syndrome coronavirus 2";"ORGANISM";"CHEMBL4303097";"52";"SARS-CoV-2 Screening Data";"";"2020";"CHEMBL4295411"
"CHEMBL4303430";"";"0";"804.89";"0";"2.22";"Formoterol fumarate";"COc1ccc(C[C@H](C)NC[C@@H](O)c2ccc(O)c(NC=O)c2)cc1.COc1ccc(C[C@H](C)NC[C@@H](O)c2ccc(O)c(NC=O)c2)cc1.O=C(O)/C=C/C(=O)O";"Inhibition index";"'='";"1.445";"";"";"";"";"";"";"";"";"";"False";"CHEMBL4303819";"Inhibition of cell viability relative to arbidol control (inhibition index > 1 indicates higher activity) measured by fluorescence (OD590nm) in Vero E6 cells infected with SARS-CoV-2 (strain BavPat1) at MOI 0.002 after 72hrs";"F";"BAO_0000218";"organism-based format";"Chlorocebus aethiops";"None";"None";"Vero C1008";"None";"CHEMBL4303835";"SARS-CoV-2";"Severe acute respiratory syndrome coronavirus 2";"ORGANISM";"CHEMBL4303097";"52";"SARS-CoV-2 Screening Data";"";"2020";"CHEMBL4295411"
"CHEMBL1324";"TOLCAPONE";"4";"273.24";"0";"2.55";"Tolcapone";"Cc1ccc(C(=O)c2cc(O)c(O)c([N+](=O)[O-])c2)cc1";"Inhibition index";"'='";"-0.09274";"";"";"";"";"";"";"";"";"";"False";"CHEMBL4303819";"Inhibition of cell viability relative to arbidol control (inhibition index > 1 indicates higher activity) measured by fluorescence (OD590nm) in Vero E6 cells infected with SARS-CoV-2 (strain BavPat1) at MOI 0.002 after 72hrs";"F";"BAO_0000218";"organism-based format";"Chlorocebus aethiops";"None";"None";"Vero C1008";"None";"CHEMBL4303835";"SARS-CoV-2";"Severe acute respiratory syndrome coronavirus 2";"ORGANISM";"CHEMBL4303097";"52";"SARS-CoV-2 Screening Data";"";"2020";"CHEMBL4295411"
"CHEMBL51085";"EBSELEN";"2";"274.18";"None";"None";"Ebselen";"O=c1c2ccccc2[se]n1-c1ccccc1";"Inhibition index";"'='";"0.271";"";"";"";"";"";"";"";"";"";"False";"CHEMBL4303819";"Inhibition of cell viability relative to arbidol control (inhibition index > 1 indicates higher activity) measured by fluorescence (OD590nm) in Vero E6 cells infected with SARS-CoV-2 (strain BavPat1) at MOI 0.002 after 72hrs";"F";"BAO_0000218";"organism-based format";"Chlorocebus aethiops";"None";"None";"Vero C1008";"None";"CHEMBL4303835";"SARS-CoV-2";"Severe acute respiratory syndrome coronavirus 2";"ORGANISM";"CHEMBL4303097";"52";"SARS-CoV-2 Screening Data";"";"2020";"CHEMBL4295411"
"CHEMBL1725730";"LEVOMEPROMAZINE MALEATE";"4";"444.55";"0";"4.50";"Methotrimeprazine maleate salt";"COc1ccc2c(c1)N(C[C@H](C)CN(C)C)c1ccccc1S2.O=C(O)/C=C\C(=O)O";"Inhibition index";"'='";"-0.1201";"";"";"";"";"";"";"";"";"";"False";"CHEMBL4303819";"Inhibition of cell viability relative to arbidol control (inhibition index > 1 indicates higher activity) measured by fluorescence (OD590nm) in Vero E6 cells infected with SARS-CoV-2 (strain BavPat1) at MOI 0.002 after 72hrs";"F";"BAO_0000218";"organism-based format";"Chlorocebus aethiops";"None";"None";"Vero C1008";"None";"CHEMBL4303835";"SARS-CoV-2";"Severe acute respiratory syndrome coronavirus 2";"ORGANISM";"CHEMBL4303097";"52";"SARS-CoV-2 Screening Data";"";"2020";"CHEMBL4295411"
"CHEMBL1201061";"LEVALBUTEROL HYDROCHLORIDE";"4";"275.78";"0";"1.31";"Levalbuterol hydrochloride";"CC(C)(C)NC[C@H](O)c1ccc(O)c(CO)c1.Cl";"Inhibition index";"'='";"1.311";"";"";"";"";"";"";"";"";"";"False";"CHEMBL4303819";"Inhibition of cell viability relative to arbidol control (inhibition index > 1 indicates higher activity) measured by fluorescence (OD590nm) in Vero E6 cells infected with SARS-CoV-2 (strain BavPat1) at MOI 0.002 after 72hrs";"F";"BAO_0000218";"organism-based format";"Chlorocebus aethiops";"None";"None";"Vero C1008";"None";"CHEMBL4303835";"SARS-CoV-2";"Severe acute respiratory syndrome coronavirus 2";"ORGANISM";"CHEMBL4303097";"52";"SARS-CoV-2 Screening Data";"";"2020";"CHEMBL4295411"
"CHEMBL1200336";"";"0";"299.84";"0";"2.63";"Tramadol hydrochloride";"COc1cccc([C@@]2(O)CCCC[C@@H]2CN(C)C)c1.Cl";"Inhibition index";"'='";"-0.004515";"";"";"";"";"";"";"";"";"";"False";"CHEMBL4303819";"Inhibition of cell viability relative to arbidol control (inhibition index > 1 indicates higher activity) measured by fluorescence (OD590nm) in Vero E6 cells infected with SARS-CoV-2 (strain BavPat1) at MOI 0.002 after 72hrs";"F";"BAO_0000218";"organism-based format";"Chlorocebus aethiops";"None";"None";"Vero C1008";"None";"CHEMBL4303835";"SARS-CoV-2";"Severe acute respiratory syndrome coronavirus 2";"ORGANISM";"CHEMBL4303097";"52";"SARS-CoV-2 Screening Data";"";"2020";"CHEMBL4295411"
"CHEMBL20";"ACETAZOLAMIDE";"4";"222.25";"0";"-0.86";"Acetazolamide";"CC(=O)Nc1nnc(S(N)(=O)=O)s1";"Inhibition index";"'='";"0.04502";"";"";"";"";"";"";"";"";"";"False";"CHEMBL4303819";"Inhibition of cell viability relative to arbidol control (inhibition index > 1 indicates higher activity) measured by fluorescence (OD590nm) in Vero E6 cells infected with SARS-CoV-2 (strain BavPat1) at MOI 0.002 after 72hrs";"F";"BAO_0000218";"organism-based format";"Chlorocebus aethiops";"None";"None";"Vero C1008";"None";"CHEMBL4303835";"SARS-CoV-2";"Severe acute respiratory syndrome coronavirus 2";"ORGANISM";"CHEMBL4303097";"52";"SARS-CoV-2 Screening Data";"";"2020";"CHEMBL4295411"
"CHEMBL172064";"E324";"0";"217.31";"0";"3.69";"Ethoxyquin";"CCOc1ccc2c(c1)C(C)=CC(C)(C)N2";"Inhibition index";"'='";"0.6516";"";"";"";"";"";"";"";"";"";"False";"CHEMBL4303819";"Inhibition of cell viability relative to arbidol control (inhibition index > 1 indicates higher activity) measured by fluorescence (OD590nm) in Vero E6 cells infected with SARS-CoV-2 (strain BavPat1) at MOI 0.002 after 72hrs";"F";"BAO_0000218";"organism-based format";"Chlorocebus aethiops";"None";"None";"Vero C1008";"None";"CHEMBL4303835";"SARS-CoV-2";"Severe acute respiratory syndrome coronavirus 2";"ORGANISM";"CHEMBL4303097";"52";"SARS-CoV-2 Screening Data";"";"2020";"CHEMBL4295411"
"CHEMBL26";"SULPIRIDE";"4";"341.43";"0";"0.56";"Sulpiride";"CCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC";"Inhibition index";"'='";"0.0437";"";"";"";"";"";"";"";"";"";"False";"CHEMBL4303819";"Inhibition of cell viability relative to arbidol control (inhibition index > 1 indicates higher activity) measured by fluorescence (OD590nm) in Vero E6 cells infected with SARS-CoV-2 (strain BavPat1) at MOI 0.002 after 72hrs";"F";"BAO_0000218";"organism-based format";"Chlorocebus aethiops";"None";"None";"Vero C1008";"None";"CHEMBL4303835";"SARS-CoV-2";"Severe acute respiratory syndrome coronavirus 2";"ORGANISM";"CHEMBL4303097";"52";"SARS-CoV-2 Screening Data";"";"2020";"CHEMBL4295411"
